ID,Name,Glottocode,Family,Macroarea,Latitude,Longitude,Sounds,Consonants,Vowels,Clusters,Diphthongs,LongConsonants,LongVowels,Ratio (cons : vow),Phonemes
hang1263-1064,Hanga Hundi,hang1263,Ndu,Papunesia,-3.90364,142.849,23,16,7,0,0,0,0,2.285714286,b d j k l m n s t w ɟ g ɣ ɲ ɸ ɾ a e i o u ə ɨ
blan1242-1065,Blang,blan1242,Austroasiatic,Eurasia,22.0092,99.7405,38,24,14,0,0,0,0,1.714285714,c cʰ f h j j̊ k kʰ l l̥ m m̥ n n̥ p pʰ r s t tʰ w ŋ ɲ̊ ʔ a a̤ e e̤ i i̤ o o̤ u ṳ ɔ ɔ̤ ɯ ɯ̤
tata1257-1066,Tatana,tata1257,Austronesian,Papunesia,5.49808,115.553,21,17,4,0,0,0,0,4.25,b d dʒ j k l m n p r s t w ŋ g ɲ ʔ a i o u
tibe1272-1067,Tibetan,tibe1272,Sino-Tibetan,Eurasia,28.3681,90.1872,32,24,8,0,0,0,0,3,h j k kʰ l̥ l̪ m n̪ p pʰ r̪ s̪ tɕ tɕʰ t̪ ts̪ ts̪ʰ t̪ʰ w ŋ ɕ ʈ ʈʰ ʔ a e i o u y ø ɛ
chee1238-1068,Che,chee1238,Atlantic-Congo,Africa,10.0031,8.67024,54,30,24,0,8,0,8,1.25,b d dʒ f h hʲ hʷ j j̊ k kp l m n p s t tʃ v w̞ z ŋ ŋm g gb ɥ ɥ̥ ɲ ɾ ⱱ a au aɪ aː i iː u uː ɐ ɐi ɐu ɐː ɔ ɔɪ ɔː ɛ ɛʊ ɛː ɪ ɪː ʊ ʊu ʊɪ ʊː
tolo1259-1069,Tolowa-Chetco,tolo1259,Athabaskan-Eyak-Tlingit,North America,41.9192,-124.1,31,26,5,0,0,0,0,5.2,h j k kʼ l m n p pʰ s t tsʼ tʰ tʼ tʃ tʃʼ w x g ɣ ɬ ʂ ʃ ʈ ʈʼ ʔ i u æ ɐ ɑ
pagi1243-1070,Pagibete,pagi1243,Atlantic-Congo,Africa,3.15636,22.1212,49,42,7,1,0,0,0,6,b bʷ d f j k kp kʲ kʷ l m ⁿb ⁿbʷ ⁿp n ⁿd ⁿs ⁿt ⁿz p pʷ s t v w z ⁿk ⁿkʷ ⁿkp ⁿgb ⁿg ⁿgʲ ⁿgʷ ŋʷ ɓ ɗ g gb gʲ gʷ ⁿv ɲʲ a e i o u ɔ ɛ
choc1276-1071,Choctaw,choc1276,Muskogean,North America,32.25,-88.5,21,15,6,0,0,0,3,2.5,b f h j k l m n p s t tʃ w ɬ ʃ a aː i iː o oː
mich1243-1072,Michif,mich1243,Algic,North America,49.1681,-99.9119,41,25,16,0,0,0,0,1.5625,b d dʒ f h j k l m n p r s t tʃ v w z g ʃ ʒ ʰk ʰp ʰt ʰtʃ a ã e i ĩ o u y œ ɑ ɔ ɔ̃ ɛ ɛ̃ ɪ ʊ
pila1245-1073,Pilagá,pila1245,Guaicuruan,South America,-25.0058,-60.1537,22,18,4,0,0,0,0,4.5,d h j k l m n p q s t tʃ w g ɲ ʎ ʔ ʕ e i o ʌ
yuch1247-1074,Yuchi,yuch1247,,North America,35.75,-86.75,49,38,11,0,0,0,0,3.454545455,b d dz dʒ f fʼ h j j̰ k kʰ kʼ l l̰ n n̰ p pʰ pʼ s sʼ t ts tsʰ tsʼ tʰ tʼ tʃ tʃʰ tʃʼ w w̰ g ɬ ɬʼ ʃ ʃʼ ʔ e ẽ i ĩ o õ u æ æ̃ ɑ ɑ̃
bani1255-1075,Baniwa do Icana,bani1255,Arawakan,South America,2.17859,-67.7704,37,25,12,0,8,0,0,2.083333333,b d̪ dz̪ h j k kʰ m n̪ p pʰ t̪ ts̪ t̪ʰ w g ɸ ɽ ɾ̪ ʂ ʃ ʰm ʱn̪ ʱɾ̪ β a ai au e i ia ie iu u ua ue ui
kari1311-1076,Karitiâna,kari1311,Tupian,South America,-9.37937,-64.1522,25,11,14,0,0,0,4,0.785714286,h k m n p s t w ŋ ɲ ɾ a aː ã e eː ẽ i iː ĩ o oː õ ɨ ɨ̃
nort2943-1077,North Alaskan Inupiatun,nort2943,Eskimo-Aleut,North America,69.582,-143.77,27,24,3,0,0,0,0,8,h j k l l̥ m n p q s t tʃ v x ŋ ɣ ɲ ʁ ʃ ʎ ʎ̥ ʒ ʔ χ a i u
sanj1284-1078,Western Tlacolula Valley Zapotec,sanj1284,Otomanguean,North America,17.0332,-96.5967,47,29,18,0,0,4,0,1.611111111,b d dʒ f h j k l lː m mː n nː p r s t ts tʃ w z ŋ ŋː g ɾ ʂ ʃ ʐ ʒ a a̤ a̰ e e̤ ḛ i i̤ ḭ o o̤ o̰ u ṳ ṵ ɯ ɯ̤ ɯ̰
tzot1259-1079,Tzotzil,tzot1259,Mayan,North America,16.6362,-92.7388,26,21,5,0,0,0,0,4.2,b h k kʼ l m n p pʼ r s t ts tsʼ tʼ tʃ tʃʼ x ɰ ʃ ʔ a e i o u
sida1246-1080,Sidamo,sida1246,Afro-Asiatic,Africa,6.74176,38.3729,35,25,10,0,0,0,5,2.5,b dʒ d̪ f h j k kʼ l̪ m n̪ pʼ s̪ tʃ tʃʼ t̪ t̪ʼ w z̪ ɗ g ɲ ɾ̪ ʃ ʔ a aː e eː i iː o oː u uː
west2560-1081,West Coast Bajau,west2560,Austronesian,Papunesia,6.00631,116.124,23,17,6,0,0,0,0,2.833333333,b dʒ d̪ j k l̪ m n̪ p r s t̪ w ŋ g ɲ ʔ a e i o u ə
chim1301-1082,Chimariko,chim1301,,North America,41,-123,42,33,9,0,4,0,0,3.666666667,h j k kʰ kʼ l m n p pʰ pʼ q qʰ qʼ r s t ts tsʰ tsʼ tʰ tʼ tʃ tʃʰ tʃʼ w x ʃ ʈ ʈʰ ʈʼ ʔ χ a ai e ei i o oi u ui
hueh1236-1083,Huehuetla Tepehua,hueh1236,Totonacan,North America,20.6189,-97.9347,36,26,10,0,0,0,5,2.6,b d h j k kʼ l m n p q r s t ts tsʼ tʃ tʃʼ w ɓ ɗ g ɬ̪ ɾ ʃ ʔ a aː eː iː o oː u uː ɛ ɪ
utes1238-1084,Ute-Southern Paiute,utes1238,Uto-Aztecan,North America,40.0965,-110.305,37,19,18,0,0,0,9,1.055555556,j k kʷ m n p q s t tʃ v w x gʷ ɣ ɾ ʁ ʔ χ i iː o oː u uː æ æː ø øː ɑ ɑː ɛ ɛː ɨ ɨː ɯ ɯː
dupa1235-1085,Dupaninan Agta,dupa1235,Austronesian,Papunesia,17.3748,122.188,20,15,5,0,0,0,0,3,b d h j k l m p s t w ŋ g ɾ ʔ a i o u ɛ
tong1325-1086,Tonga (Tonga Islands),tong1325,Austronesian,Papunesia,-21.17,-175.25,17,12,5,0,0,0,0,2.4,f h k m n̪ p s t̪ v ŋ ɺ ʔ a e i o u
lake1258-1087,Lake Miwok,lake1258,Miwok-Costanoan,North America,39.0021,-122.621,39,29,10,0,0,0,5,2.9,b d f j k kʰ kʼ l m n p pʰ pʼ r s ts tsʼ tʃ t̪ t̪ʰ t̪ʼ w x ɬ ʂ ʈ ʈʰ ʈʼ ʔ a aː e eː i iː o oː u uː
lazz1240-1088,Laz,lazz1240,Kartvelian,Eurasia,41.5004,41.9096,32,27,5,0,0,0,0,5.4,b dʒ d̪ dz̪ f h k kʼ l̪ m n̪ p pʼ s tsʼ tʃ tʃʼ t̪ ts̪ t̪ʼ z ç g ɹ ʃ ʒ ʝ e i o u ɑ
juan1238-1089,Juang,juan1238,Austroasiatic,Eurasia,21.2606,85.5845,29,19,10,0,0,0,5,1.9,b cç d̪ k l m n p s t̪ ŋ ɖ ɟʝ g ɭ ɲ ɳ ɾ ʈ i iː u uː æ æː ɔ ɔː ɛ ɛː
adan1251-1090,Adang,adan1251,Timor-Alor-Pantar,Papunesia,-8.18958,124.448,40,18,22,0,10,0,5,0.818181818,b c d f h k l m n p r s t ŋ ɟ g ɲ ʔ a ai aɛ aː e eu i iu iː o oi ou oː u ui uː ɔ ɔi ɔu ɔː ɛ ɛi
ambe1247-1091,Ambele,ambe1247,Atlantic-Congo,Africa,5.94043,9.62028,48,38,10,0,0,0,0,3.8,b bʲ d dʒ dʒʷ f h j k kp kpʷ kʷ l m ⁿb mʷ n ⁿd ⁿt ⁿtʃ p s sʲ sʷ t tʷ tʃ tʃʲ w ŋ ⁿk ⁿgb ⁿg g gb gʲ ɣ ɲ a e i o u ɔ ə ɛ ɨ ʉ
apur1254-1092,Apurinã,apur1254,Arawakan,South America,-8.21692,-66.7714,40,14,26,0,6,0,10,0.538461538,h j k m n p s t ts tʃ ɰ ɲ ɾ ʃ a ai ao aː ã ãː e ei eo eː ẽ ẽː i io iː ĩ ĩː o oi oː õ õː ɨ ɨː ɨ̃ ɨ̃ː
achi1257-1093,Acehnese,achi1257,Austronesian,Eurasia,3.90757,96.6032,55,21,34,0,17,0,0,0.617647059,b c d f h j k l m n p r s t w ŋ ɟ g ɲ ʃ ʔ a ai ã ãi e i iə ĩ ĩə o oi u ui uə ũ ũə ɔ ɔi ɔə ɔ̃ ə əi ɛ ɛə ɛ̃ ɛ̃ə ɯ ɯə ɯ̃ ɯ̃ə ʌ ʌi ʌə ʌ̃
anti1245-1094,Antigua and Barbuda Creole English,anti1245,Indo-European,North America,17.068263,-61.821863,37,24,13,0,4,0,3,1.846153846,b c d dʒ f h j k l m n p r s t tʃ v w z ŋ ɟ g ʃ ʒ a ai aː e i ia iː o ou u ua uː ə
akla1241-1095,Aklanon,akla1241,Austronesian,Papunesia,11.5543,122.354,20,17,3,0,0,0,0,5.666666667,b d h j k l m n p r s t w ŋ g ɣ ʔ a i u
arhu1242-1096,Arhuaco,arhu1242,Chibchan,South America,10.7018,-73.6363,32,16,16,0,9,0,0,1,b d dʒ h k m n p s t tʃ z g ɾ ʔ β a e ei i ia iɨ o ou u ua ue ui uə uɨ ə ɨ
karo1306-1097,Karo,karo1306,Tupian,South America,-10.3342,-61.5691,25,14,11,0,0,0,0,1.272727273,b c h j k m n p t w ŋ g ɾ ʔ a ã e ẽ i ĩ o õ u ə ɨ
liby1240-1098,Libyan Arabic,liby1240,Afro-Asiatic,Africa,22.0032,15.0014,50,34,16,0,8,0,0,2.125,b dˠ d̪ f h j k l̪ l̪ˠ m mˠ n̪ q sˠ s̪ tˠ t̪ v w zˠ z̪ ð ðˠ ħ g ɾ̪ ɾ̪ˠ ʁ ʃ ʒ ʔ ʕ θ χ a ai au e eu i o u ui æ æi æu ɪ ɪi ʊ ʊu
bata1289-1099,Batak Toba,bata1289,Austronesian,Papunesia,2.35498,99.1761,27,18,9,0,0,0,0,2,b d dʒ h j k l m n p r s t tʃ w ŋ g ʔ a e i o u æ ɔ ə ɛ
baou1238-1100,Baoulé,baou1238,Atlantic-Congo,Africa,5.42509,-4.76565,23,16,7,0,0,0,0,2.285714286,b c d f j k kp l m p s t w ɟ g gb a e i o u ɔ ɛ
bond1245-1101,Bondo,bond1245,Austroasiatic,Eurasia,19.1512,83.8141,27,21,6,0,0,0,0,3.5,b d̪ j kʰ l̪ m n̪ pʰ r s t̪ʰ w z ŋ ɖ ɟ g ɲ ɳ ʈʰ ʔ a i o u ə ɛ
bike1242-1102,Bikele,bike1242,Atlantic-Congo,Africa,3.65994,12.8574,51,28,23,1,7,0,7,1.217391304,b d dʒ f j k kp l m ⁿb ⁿp n ⁿd ⁿt ⁿdʒ ⁿtʃ p s t tʃ w ŋ ⁿk ⁿkp ⁿgb ⁿg g ɲ a aː e eː i ia iaː ie ieː iɔ iə iɛː iː o oː u uː ɔ ɔː ə ɛ ɛː ɨ
siks1238-1103,Siksika,siks1238,Algic,North America,49.0669,-113.109,25,13,12,0,0,0,5,1.083333333,h j k l m n p s tʃ t̪ w x ʔ a aː i iː o oː u æː ø ɔ ɔː ɛ
bilo1248-1104,Biloxi,bilo1248,Siouan,North America,31.32,-89.1951,20,12,8,0,0,0,0,1.5,c d h j k m n p s t w x a ã e i ĩ o õ u
beli1260-1105,Belize Kriol English,beli1260,Indo-European,North America,17.3941,-88.6281,35,22,13,0,1,0,5,1.692307692,b d dʒ f h j k l m n p s t tʃ v w z ŋ g ɹ ʃ ʒ e eː ẽ i iː o oː u uː ɑ ɑi ɑː ɑ̃
koas1236-1106,Koasati,koas1236,Muskogean,North America,30.4096,-92.709,21,15,6,0,0,0,3,2.5,b h j k l̪ m n̪ p tʃ t̪ w ɕ ɬ̪ ɸ ʔ a aː i iː u uː
como1259-1107,Comox,como1259,Salishan,North America,49.7233,-124.967,42,37,5,0,0,0,0,7.4,h j j̰ k kʷ k̰ k̰ʷ l l̰ m m̰ n n̰ p p̰ q qʷ q̰ q̰ʷ s t ts ts̰ tɬ tɬ̰ tʃ tʃ̰ t̰ w w̰ x xʷ ɬ ʃ ʔ χ χʷ a o ə ɛ ɪ
soch1239-1108,Sochiapam Chinantec,soch1239,Otomanguean,North America,17.7985,-96.6079,32,18,14,0,0,0,0,1.285714286,h k l m n p s t ts ð ŋ ɣ ɸ ɾ ʐ ʔ β θ i ĩ u ũ ɐ ɐ̃ ɔ ɔ̃ ɛ ɛ̃ ɤ ɤ̃ ɯ ɯ̃
diml1238-1109,Dimli,diml1238,Indo-European,Eurasia,38.6147,39.6388,44,30,14,0,6,0,0,2.142857143,b dʒ d̪ f h j k l m n p q r s̪ s̪ˤ tʃ t̪ t̪ˤ v w x z̪ ħ g ɣ lˠ ɾ ʃ ʒ ʕ a ai au e i o oi u ə əi əu ɨ ʉ ʉi
yekh1238-1110,Yekhee,yekh1238,Atlantic-Congo,Africa,7.10204,6.44919,33,26,7,0,0,3,0,3.714285714,b d dz f j k kp kpː l m mː n p r s t ts v w x g gb gbː ɣ β̞ θ a e i o u ɔ ɛ
nort2626-1111,Northern Frisian,nort2626,Indo-European,Eurasia,54.6409,8.58489,42,23,19,0,6,0,6,1.210526316,b c d f h j k l m n p r s t v x ç ð ŋ g ɲ ʃ ʎ a ai au eː iː oː uː yː øː œ ɔ ɔi ɛ ɛə ɪ ʊ ʊa ʊɪ ʏ
guja1253-1112,Gujari,guja1253,Indo-European,Eurasia,33.7,75.11,50,32,18,0,0,0,14,1.777777778,b dʒ d̪ f h j k kʰ l̪ m n̪ p pʰ r s̪ tʃ tʃʰ t̪ t̪ʰ w x z̪ ɖ g ɣ ɭ ɳ ɽ ɾ̪ ʃ ʈ ʈʰ aː ãː eː ẽː iː ĩː oː õː u uː ũː æ ɔː ɔ̃ː ə ɛː ɛ̃ː ɪ
guan1269-1113,Kotiria,guan1269,Tucanoan,South America,1.07554,-69.5705,22,16,6,0,0,0,0,2.666666667,b d h j k kʰ p pʰ s t tʰ tʃ w g ɾ ʔ a e i o u ʉ
hung1278-1114,Hungana-Saamba,hung1278,Atlantic-Congo,Africa,-3.69695,18.4312,30,20,10,0,0,0,5,2,b d f h j k kʰ l m n pʰ r s t tʰ v w z ŋ g a aː i iː u uː ɔ ɔː ɛ ɛː
halk1245-1115,Halkomelem,halk1245,Salishan,North America,49.250402,-122.443668,44,32,12,0,0,0,6,2.666666667,b h j k kʷʰ kʼʷ kʼ l m n pʰ pʼ qʰ qʷʰ qʼʷ qʼ s ts tsʼ tɬʼ tʰ tʼ tθʼ w xʷ çʲ ɬ ɹ ʔ θ χ χʷ a aː i iː o oː u uː ə əː ɛ ɛː
huas1242-1116,Huastec,huas1242,Mayan,North America,21.6153,-98.5028,36,26,10,0,0,0,5,2.6,b d f h j k kʷ kʼʷ kʼ l̪ m n̪ p s t tʼ tʃ tʃʼ t̪ t̪ʼ w g ɾ̪ ʃ ʔ θ a aː eː i iː oː uː ɔ ɛ ʊ
ilok1237-1117,Iloko,ilok1237,Austronesian,Papunesia,15.9361,120.993,21,17,4,0,0,0,0,4.25,b d̪ h j k l m n̪ p s tʃ t̪ w ŋ g ɾ ʔ a i o ɯ
kadi1248-1118,Kadiwéu,kadi1248,Guaicuruan,South America,-19.7222,-57.582,31,23,8,0,0,8,4,2.875,b bː dʒ d̪ d̪ː j jː k l lː m mː n nː p q tʃ t̪ w wː g gː ʁ a aː i iː o oː ɛ ɛː
kute1248-1119,Kutep,kute1248,Atlantic-Congo,Africa,7.07479,10.0916,41,28,13,0,0,0,0,2.153846154,b d dʒ f h j k l m ⁿb n ⁿd ⁿdz ⁿdʒ p s t ts tʃ v w z ŋ ⁿg g ɲ ɾ ʃ a ã e ẽ i ĩ o õ u ũ æ æ̃ ɨ
awac1239-1120,Awa-Cuaiquer,awac1239,Barbacoan,South America,1.21652,-78.3401,21,14,7,0,0,0,0,2,j k l m n p s t̪ w z ŋ ɬ ʃ ʒ a i i̥ u u̥ ɨ ɨ̥
lisu1250-1121,Lisu,lisu1250,Sino-Tibetan,Eurasia,26.91,98.94,33,25,8,0,0,0,0,3.125,b d dz f j k kʰ l m n p pʰ s t ts tsʰ tʰ v w x z ŋ g ɣ ʔ a æ ø ɒ ɘ ɨ ɪ ʊ
loni1238-1122,Loniu,loni1238,Austronesian,Papunesia,-2.06124,147.35,23,16,7,0,0,0,0,2.285714286,h j k l m mʷ n p pʷ r s t tʃ w ŋ ɲ a e i o u ɔ ɛ
mola1238-1123,Molale,mola1238,,North America,44.556,-122.857,30,23,7,0,0,0,4,3.285714286,h j k kʼ l m n p pʼ q qʼ s t ts tsʼ tɬ tʼ w x ŋ ɬ ʍ ʔ i iː æː ɑ ɑː ʊ ʊː
mats1244-1124,Matsés,mats1244,Pano-Tacanan,South America,-5.73914,-72.6281,21,15,6,0,0,0,0,2.5,b d j k m n p s t ts tʃ w ʂ ʃ ʈʂ a e i ɤ ɨ ɯ
mani1292-1125,Manipuri,mani1292,Sino-Tibetan,Eurasia,24.4409,93.3426,31,25,6,0,0,0,0,4.166666667,b bʱ d dʱ dʒ dʒʱ h j k kʰ l m n p pʰ r s t tʰ tʃ tʃʰ w ŋ g gʱ a e i o u ə
mand1436-1126,Mandinka,mand1436,Mande,Africa,12.81652333,-15.65394667,29,19,10,0,0,0,5,1.9,b d dʒ f h j k l m n p r s t tʃ w ŋ g ɲ a aː e eː i iː o oː u uː
moco1246-1127,Mocoví,moco1246,Guaicuruan,South America,-28.097,-60.4145,31,23,8,0,0,0,4,2.875,d dʒ h j k l m n p q s t tʃ w x ɣ ɲ ɸ ɾ ʁ ʃ ʎ ʔ a aː e eː i iː o oː
mamm1241-1128,Mam,mamm1241,Mayan,North America,14.8034,-91.7231,43,33,10,0,0,0,5,3.3,b c cʼ d f j k kʼ l m n p q qʼ r s t ts tsʼ tʼ tʃ tʃʼ w x ɓ g ɲ ʂ ʃ ʈʂ ʈʂʼ ʔ χ a aː e eː i iː o oː u uː
mund1330-1129,Mundurukú,mund1330,Tupian,South America,-8.41095,-57.691,37,17,20,0,0,0,0,0.85,b d dʒ h j k m n p s t tʃ w ŋ ɾ ʃ ʔ a ã a̰ ã̰ i ĩ ḭ ḭ̃ o õ o̰ õ̰ ə ə̃ ə̰ ə̰̃ ɛ ɛ̃ ɛ̰ ɛ̰̃
nisg1240-1130,Nisga'a,nisg1240,Tsimshian,North America,55.199,-129.192,42,32,10,0,0,0,5,3.2,b d̪ h j kʼʲ kʼ l̪ m n̪ s ts̪ w xʷ ç g gʲ gʷ ɢ ɬ ʔ ˀj̥ ˀkʷ ˀl̪̥ ˀm̥ ˀn̪̥ ˀp ˀq ˀt̪ ˀts̪ ˀtɬ̪ ˀw̥ χ a aː iː ɔ ɔː ɛ ɛː ɪ ʊ ʊː
nort2627-1131,Eastern Low German,nort2627,Indo-European,Eurasia,53.115373,12.391439,37,23,14,0,4,0,4,1.642857143,b cʰ d f h kʰ l m n pʰ s tʰ v x z ç ŋ g ɲ ɾ ʃ ʒ ʝ a ai au eː iː oː uː æ æɪ ɑ ɑʊ ə ɪ ʊ
nort2984-1132,Northern Pame,nort2984,Otomanguean,North America,22.0968,-99.6434,52,40,12,0,0,0,0,3.333333333,b d h j k kʰ kʼ l lʱ lʼ m mʱ mʼ n nʱ nʼ p pʰ s t ts tsʰ tsʼ tʰ tʼ tʃ tʃʰ tʃʼ w g ɲ ɲʱ ɲʼ ɾ ɾʲ ʃ ʎ ʎʱ ʎʼ ʔ e ẽ i ĩ u ũ æ æ̃ ɑ ɑ̃ ə ə̃
pana1305-1133,Panamint,pana1305,Uto-Aztecan,North America,36.0007,-117.901,36,23,13,0,1,9,6,1.769230769,h j k kʷ kʷː kː m mː n nː p pː s t ts tː tsː w ŋ ŋʷ ŋʷː ŋː ʔ a ai aː eː i iː o oː u uː ɛ ɨ ɨː
nige1257-1134,Nigerian Pidgin,nige1257,Indo-European,Africa,9.65873,4.21068,30,23,7,0,0,0,0,3.285714286,b d dʒ f h j k kp l m n p s t tʃ v w z ŋ g gb ɾ ʃ a e i o u ɔ ɛ
nort2966-1135,Northern Pomo,nort2966,Pomoan,North America,39.1084,-123.209,39,29,10,0,0,0,5,2.9,b d̪ h j k kʰ kʼ l m n p pʰ pʼ s t ts tsʰ tsʼ tʰ tʼ tʃ tʃʰ tʃʼ t̪ t̪ʰ t̪ʼ w ʃ ʔ e eː i iː o oː u uː ɑ ɑː
texi1237-1136,Texistepec Popoluca,texi1237,Mixe-Zoque,North America,17.8926,-94.8076,29,19,10,0,0,0,5,1.9,b d dʲ h j k l m n p r s t ts tʃ ŋ ɲ ʃ ʔ a aː u uː ɔ ɔː ɛ ɛː ɨ ɨː
khan1273-1137,Kazym-Berezover-Suryskarer Khanty,khan1273,Uralic,Eurasia,62.4308,66.1218,31,18,13,0,0,0,0,1.384615385,c j k l m n p q r s t tʃ w ŋ ɣ ɬ ɲ ʎ e i o u y æ ø œ ɑ ɔ ɛ ɯ ʌ
stan1289-1138,Catalan,stan1289,Indo-European,Eurasia,41.453,1.569,39,23,16,0,8,0,0,1.4375,b dʒ d̪ f j k l m n p r s tʃ t̪ w z ŋ g ɲ ɾ ʃ ʎ ʒ a e ei̯ i i̯a i̯ɛ o ou̯ u ui̯ u̯a u̯ə ɔ ə ɛ ɛu̯
croa1245-1139,Croatian Standard,croa1245,Indo-European,Eurasia,45.555,15.982,36,25,11,0,1,0,5,2.272727273,b dʑ dʒ d̪ f j k l m n p r s tɕ tʃ t̪ ts̪ x z g ɲ ʃ ʋ ʎ ʒ a aː e eː i ie iː o oː u uː
czec1258-1140,Czech,czec1258,Indo-European,Eurasia,49.873398,15.10437,38,25,13,0,3,0,5,1.923076923,b c d f j k l m n p r r̝ s t ts tʃ v x z ɟ g ɦ ɲ ʃ ʒ a au aː iː o ou oː u uː ɛ ɛu ɛː ɪ
gali1258-1141,Galician,gali1258,Indo-European,Eurasia,42.2446,-7.5343,28,21,7,0,0,0,0,3,f j k l m n p r s̺ tʃ t̪ w ɹ̪ ŋ ɟ ɰ ɲ ɾ ʃ β̞ θ a e i o u ɔ ɛ
kabi1261-1142,Kabiyé,kabi1261,Atlantic-Congo,Africa,8.96816,0.495023,45,22,23,0,0,0,9,0.956521739,b d dʒ f h j kpʰ kʰ l m n r s tʰ tʃ v w z ɖ g gb ɲ a̙ a̙ː a̙ˠ e eː eˠ i iː iˠ o oː u uː ɔ̙ ɔ̙ː ɛ̙ ɛ̙ː ɛ̙ˠ ɪ̙ ɪ̙ː ɪ̙ˠ ʊ̙ ʊ̙ː
mono1270-1143,Mono (Democratic Republic of Congo),mono1270,Atlantic-Congo,Africa,4.57915,19.8264,41,33,8,0,0,0,0,4.125,b d dʒ f h j k kp l m ⁿb n ⁿd ⁿdʒ p r s t tʃ v w z ⁿgb ⁿg ɓ ɗ g gb ɲ ʃ ʒ ʔ ⱱ a e i o u ɔ ə ɨ
indo1316-1144,Indonesian,indo1316,Austronesian,Papunesia,-7.33458,109.716,31,22,9,0,3,0,0,2.444444444,b d dʒ f h j k l m n p r s tʃ t̪ w z ŋ g ɲ ʃ ʔ a ai̯ au̯ e i o oi̯ u ə
ital1282-1145,Italian,ital1282,Indo-European,Eurasia,43.0464,12.6489,30,23,7,0,0,0,0,3.285714286,b d dz dʒ f j k l m n p r s t ts tʃ v w z g ɲ ʃ ʎ e i o u ɐ ɔ ɛ
sala1272-1146,Tungurahua Highland Quichua,sala1272,Quechuan,South America,-1.35447,-78.3953,29,24,5,0,0,0,0,4.8,b d̪ j k kʰ l m n p pʰ s ts tʰ tʃ tʃʰ t̪ w x z g ɲ ɾ ʃ ʒ a e i o u
seri1257-1147,Seri,seri1257,,North America,28.9877,-112.384,25,17,8,0,0,0,4,2.125,k kʷ l m n p s t̪ x xʷ ɬ ɸ ɾ ʃ ʔ χ χʷ i iː o oː ɑ ɑː ɛ ɛː
sind1272-1148,Sindhi,sind1272,Indo-European,Eurasia,26,69,54,44,10,0,0,0,0,4.4,b bʱ c cʰ d̪ d̪ʱ f h j k kʰ l lʱ m mʱ n nʱ p pʰ s t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ g gʱ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ɾ ʃ ʈ ʈʰ ʋ e i o u ɑ ɔ ə ɛ ɪ ʊ
slov1268-1149,Slovenian,slov1268,Indo-European,Eurasia,46.2543,14.7766,37,21,16,0,0,0,8,1.3125,b dʒ d̪ f j k l m n p s ts tʃ t̪ x z g ɾ ʃ ʋ ʒ a aː e eː i iː o oː u uː ɔ ɔː ə əː ɛ ɛː
swed1254-1150,Swedish,swed1254,Indo-European,Eurasia,59.800634,17.389526,35,18,17,0,0,0,8,1.058823529,b d̪ f h k l m n̪ p s̪ t̪ v ŋ ɕ g ɧ ɹ ʝ a eː iː oː uː yː øː œ ɑː ɔ ɛ ɛː ɪ ɵ ʉ̟ ʊ ʏ
east2440-1151,East Makian,east2440,Austronesian,Papunesia,0.07337,127.423,37,32,5,0,0,14,0,6.4,b bː d dː dʒ f fː h hː j k kː l lː m mː n nː p pː r s sː t tː tʃ tʃː w ŋ ŋː g gː a u ɔ ɛ ɨ
tuka1248-1152,Tukang Besi North,tuka1248,Austronesian,Papunesia,-5.30994,123.578,29,24,5,0,0,0,0,4.8,b dʒ h k l m ⁿb ⁿp n ⁿd ⁿs ⁿt p r s t ŋ ⁿk ⁿg ɓ ɗ g ʔ β a i o ɛ ɯ
yine1238-1153,Yine,yine1238,Arawakan,South America,-11.1086,-73.3087,26,16,10,0,0,0,5,1.6,cç h̃ j k l m n p s t ts tʃ w ç ɾ ʃ a aː e eː i iː o oː ɯ ɯː
kich1262-1154,K'iche',kich1262,Mayan,North America,14.5278,-91.1696,32,22,10,0,0,0,5,2.2,j k kʼ l m n p pʼ q qʼ r s t ts tsʼ tʼ tʃ tʃʼ w x ʃ ʔ a aː e eː i iː o oː u uː
